Idx,target
72181.0,0.0
7756.0,0.0
49606.0,1.0
64680.0,0.0
86123.0,0.0
81623.0,0.0
14126.0,0.0
1244.0,0.0
51533.0,0.0
50939.0,0.0
11264.0,0.0
38938.0,0.0
70001.0,0.0
27080.0,0.0
42926.0,1.0
7256.0,0.0
84082.0,0.0
70566.0,0.0
20400.0,0.0
43548.0,0.0
1590.0,0.0
62016.0,0.0
82942.0,0.0
76035.0,0.0
39540.0,0.0
63696.0,0.0
51598.0,0.0
51004.0,0.0
90003.0,0.0
21738.0,0.0
13142.0,0.0
35757.0,0.0
28798.0,1.0
26567.0,0.0
43048.0,0.0
68491.0,1.0
42189.0,0.0
78459.0,0.0
35538.0,0.0
33577.0,0.0
2780.0,0.0
11101.0,0.0
33222.0,0.0
34679.0,0.0
73678.0,0.0
5157.0,0.0
58835.0,0.0
52184.0,0.0
39605.0,0.0
44066.0,0.0
90298.0,0.0
17030.0,1.0
85798.0,0.0
21803.0,0.0
35054.0,0.0
71498.0,0.0
30134.0,0.0
51725.0,0.0
9767.0,0.0
14293.0,0.0
35884.0,0.0
44842.0,1.0
11923.0,1.0
20043.0,0.0
83618.0,0.0
11447.0,0.0
45756.0,0.0
11111.0,0.0
38527.0,0.0
65412.0,0.0
62683.0,0.0
12707.0,0.0
79610.0,0.0
39951.0,0.0
28093.0,0.0
25108.0,0.0
18457.0,0.0
22999.0,0.0
89646.0,0.0
54917.0,0.0
45020.0,0.0
72694.0,0.0
3903.0,1.0
40904.0,0.0
56597.0,0.0
43333.0,0.0
73524.0,0.0
91449.0,0.0
36907.0,1.0
49087.0,0.0
60361.0,0.0
90144.0,0.0
20108.0,0.0
23610.0,0.0
21649.0,0.0
74319.0,0.0
46077.0,0.0
39170.0,0.0
48939.0,1.0
91246.0,0.0
64709.0,0.0
3986.0,0.0
50696.0,0.0
24431.0,0.0
55238.0,0.0
42356.0,0.0
48587.0,0.0
62529.0,0.0
12553.0,0.0
67358.0,0.0
38092.0,0.0
25210.0,0.0
84879.0,0.0
16614.0,0.0
20884.0,0.0
22251.0,0.0
44866.0,0.0
77655.0,0.0
30582.0,0.0
80871.0,0.0
77886.0,0.0
34965.0,0.0
33260.0,0.0
67139.0,0.0
10512.0,0.0
46204.0,0.0
3283.0,0.0
34090.0,0.0
7553.0,0.0
84379.0,0.0
20210.0,0.0
24480.0,0.0
17385.0,1.0
13155.0,0.0
37327.0,0.0
26580.0,0.0
29826.0,0.0
8348.0,0.0
31506.0,0.0
16679.0,0.0
55084.0,0.0
47569.0,1.0
65360.0,0.0
52238.0,0.0
9153.0,0.0
36397.0,0.0
60553.0,0.0
16460.0,0.0
22097.0,0.0
42767.0,0.0
46269.0,0.0
72386.0,0.0
63790.0,0.0
8950.0,0.0
40448.0,0.0
38759.0,0.0
30147.0,0.0
17265.0,0.0
75910.0,0.0
75316.0,0.0
66439.0,0.0
39134.0,0.0
32657.0,0.0
85327.0,0.0
88829.0,0.0
40962.0,0.0
66369.0,0.0
67525.0,0.0
23012.0,0.0
56891.0,0.0
12265.0,0.0
9280.0,0.0
15527.0,0.0
2645.0,0.0
6915.0,0.0
20610.0,1.0
19572.0,0.0
50379.0,0.0
86649.0,0.0
15246.0,0.0
12820.0,0.0
17330.0,0.0
10695.0,0.0
16332.0,0.0
31988.0,1.0
63636.0,0.0
20121.0,0.0
44293.0,0.0
80563.0,0.0
71967.0,0.0
40566.0,0.0
38605.0,0.0
19840.0,0.0
17127.0,0.0
56126.0,0.0
86933.0,0.0
43244.0,0.0
47514.0,0.0
26306.0,1.0
38324.0,0.0
78399.0,0.0
27122.0,0.0
73019.0,1.0
4386.0,0.0
47311.0,0.0
45350.0,0.0
3796.0,0.0
38105.0,0.0
62277.0,0.0
18310.0,1.0
48141.0,0.0
72553.0,0.0
20442.0,0.0
82993.0,0.0
3388.0,0.0
40631.0,0.0
71438.0,0.0
89191.0,0.0
51905.0,0.0
20948.0,0.0
64998.0,0.0
41348.0,0.0
42715.0,0.0
48946.0,0.0
6281.0,0.0
37621.0,0.0
77442.0,0.0
25507.0,0.0
29009.0,0.0
20538.0,0.0
80162.0,1.0
11627.0,0.0
4572.0,0.0
29592.0,1.0
26593.0,0.0
19958.0,0.0
88740.0,0.0
48480.0,1.0
10322.0,0.0
69397.0,0.0
7363.0,0.0
35765.0,1.0
58056.0,0.0
27832.0,1.0
25023.0,0.0
57505.0,0.0
52251.0,0.0
47157.0,0.0
35299.0,0.0
55472.0,0.0
378.0,0.0
632.0,0.0
23739.0,0.0
56574.0,0.0
15194.0,0.0
72998.0,1.0
67592.0,0.0
40477.0,0.0
58402.0,0.0
17038.0,0.0
86076.0,0.0
75923.0,0.0
9793.0,0.0
68694.0,0.0
1197.0,0.0
45983.0,1.0
27314.0,0.0
63584.0,0.0
84254.0,0.0
9512.0,0.0
66452.0,0.0
4418.0,0.0
32686.0,0.0
19804.0,0.0
83379.0,0.0
21345.0,0.0
3963.0,0.0
72745.0,0.0
57605.0,0.0
55793.0,0.0
22191.0,0.0
74845.0,0.0
72464.0,0.0
69751.0,0.0
24869.0,0.0
83160.0,0.0
21910.0,0.0
9028.0,0.0
34311.0,0.0
61969.0,0.0
19304.0,0.0
76244.0,0.0
3223.0,0.0
6725.0,0.0
21691.0,0.0
11538.0,0.0
74345.0,0.0
15040.0,0.0
213.0,0.0
61233.0,0.0
62790.0,0.0
19869.0,0.0
56139.0,0.0
49536.0,0.0
64261.0,1.0
71105.0,0.0
22496.0,0.0
44103.0,0.0
42142.0,0.0
1882.0,1.0
71761.0,0.0
4264.0,0.0
59663.0,0.0
61030.0,0.0
62571.0,0.0
21207.0,0.0
3562.0,1.0
78131.0,0.0
34616.0,0.0
38134.0,0.0
62290.0,0.0
53694.0,0.0
10179.0,0.0
80922.0,0.0
37853.0,0.0
31202.0,0.0
87548.0,0.0
43603.0,0.0
41642.0,0.0
45144.0,0.0
7876.0,0.0
71451.0,0.0
23436.0,0.0
43322.0,0.0
75496.0,0.0
48975.0,0.0
1364.0,0.0
18885.0,0.0
3044.0,0.0
67387.0,0.0
28327.0,0.0
29868.0,0.0
21519.0,1.0
1145.0,0.0
5431.0,0.0
90853.0,0.0
74392.0,0.0
16705.0,0.0
22358.0,0.0
81243.0,0.0
79282.0,0.0
68105.0,0.0
33632.0,0.0
4126.0,0.0
85032.0,0.0
89574.0,0.0
76436.0,0.0
41963.0,0.0
70748.0,0.0
88791.0,0.0
87172.0,1.0
8754.0,1.0
53540.0,0.0
34197.0,0.0
6892.0,0.0
60314.0,0.0
57585.0,0.0
57929.0,0.0
20317.0,0.0
89099.0,0.0
87394.0,0.0
380.0,0.0
51780.0,0.0
23538.0,0.0
3896.0,0.0
34665.0,0.0
33978.0,0.0
18137.0,0.0
22423.0,0.0
44270.0,0.0
87738.0,0.0
78579.0,0.0
4447.0,0.0
59830.0,0.0
28173.0,0.0
59236.0,0.0
22238.0,1.0
17856.0,0.0
54142.0,0.0
76757.0,0.0
41004.0,0.0
79409.0,0.0
52567.0,1.0
77587.0,0.0
81089.0,0.0
37764.0,0.0
32480.0,0.0
20382.0,0.0
29671.0,1.0
43770.0,0.0
74577.0,0.0
15272.0,0.0
45071.0,0.0
73579.0,0.0
28611.0,0.0
61998.0,0.0
84613.0,0.0
42010.0,0.0
67067.0,0.0
72274.0,0.0
37545.0,0.0
24679.0,0.0
63678.0,0.0
44335.0,0.0
15069.0,0.0
38647.0,0.0
26533.0,0.0
46962.0,0.0
36809.0,0.0
76884.0,0.0
42155.0,0.0
41291.0,1.0
16121.0,1.0
32545.0,0.0
28671.0,1.0
17718.0,0.0
43835.0,0.0
9106.0,0.0
67413.0,0.0
64008.0,0.0
29551.0,0.0
22050.0,0.0
75728.0,0.0
3557.0,0.0
26689.0,0.0
5238.0,0.0
52996.0,0.0
41408.0,1.0
87305.0,0.0
74439.0,0.0
1658.0,0.0
62868.0,0.0
19179.0,0.0
17218.0,0.0
66903.0,0.0
18048.0,0.0
57319.0,0.0
87102.0,0.0
12954.0,0.0
3057.0,0.0
43868.0,0.0
64610.0,0.0
9504.0,0.0
17015.0,0.0
23246.0,0.0
10364.0,0.0
80170.0,0.0
77171.0,1.0
36671.0,0.0
51207.0,0.0
24076.0,0.0
12218.0,0.0
33676.0,0.0
33661.0,0.0
41976.0,0.0
29397.0,0.0
22746.0,0.0
43400.0,0.0
77551.0,0.0
49053.0,0.0
49062.0,0.0
34210.0,0.0
25710.0,1.0
57358.0,0.0
52199.0,0.0
32905.0,0.0
3369.0,1.0
37356.0,0.0
7470.0,0.0
60124.0,0.0
28897.0,0.0
87972.0,0.0
44283.0,0.0
23533.0,1.0
35687.0,0.0
71701.0,0.0
46255.0,0.0
79388.0,0.0
17885.0,0.0
12791.0,0.0
69285.0,0.0
7251.0,0.0
62230.0,0.0
18541.0,0.0
55579.0,0.0
72506.0,0.0
32509.0,0.0
63316.0,0.0
2419.0,0.0
60470.0,0.0
91277.0,0.0
22592.0,0.0
9900.0,0.0
16131.0,0.0
13402.0,0.0
66824.0,0.0
72169.0,0.0
24692.0,0.0
61730.0,0.0
52944.0,0.0
57230.0,0.0
13121.0,0.0
35736.0,0.0
6486.0,0.0
19911.0,0.0
58009.0,0.0
51437.0,0.0
79896.0,1.0
55050.0,0.0
26921.0,0.0
24960.0,0.0
63381.0,0.0
50499.0,0.0
21233.0,0.0
41903.0,0.0
5136.0,0.0
91598.0,0.0
64037.0,0.0
20952.0,0.0
87615.0,0.0
11926.0,0.0
3570.0,0.0
50114.0,0.0
8916.0,0.0
46996.0,0.0
67801.0,0.0
72087.0,0.0
19192.0,0.0
37420.0,0.0
18927.0,0.0
54347.0,0.0
76962.0,0.0
65637.0,0.0
31871.0,0.0
22162.0,1.0
56027.0,0.0
76681.0,0.0
16792.0,0.0
66220.0,1.0
36696.0,0.0
3916.0,0.0
34723.0,0.0
31665.0,1.0
87920.0,0.0
22445.0,0.0
69688.0,0.0
25078.0,0.0
28347.0,0.0
8981.0,0.0
14444.0,0.0
2330.0,0.0
1736.0,0.0
73519.0,0.0
60637.0,0.0
51184.0,1.0
20814.0,0.0
13313.0,0.0
24603.0,0.0
63008.0,0.0
51166.0,0.0
8762.0,0.0
59852.0,0.0
67663.0,0.0
166.0,0.0
90978.0,1.0
7764.0,0.0
75978.0,0.0
42616.0,0.0
36749.0,0.0
34020.0,0.0
60137.0,0.0
31655.0,0.0
7291.0,0.0
57178.0,0.0
81350.0,0.0
66507.0,0.0
70009.0,0.0
59856.0,0.0
19603.0,0.0
78084.0,0.0
79451.0,0.0
38087.0,0.0
57973.0,0.0
31436.0,0.0
88360.0,0.0
55014.0,0.0
15595.0,0.0
24924.0,0.0
65034.0,0.0
30561.0,0.0
17045.0,0.0
6124.0,0.0
10507.0,0.0
48912.0,0.0
28298.0,1.0
39548.0,0.0
28991.0,0.0
85741.0,0.0
51012.0,0.0
21746.0,0.0
9632.0,0.0
80391.0,0.0
78686.0,0.0
38417.0,0.0
62845.0,0.0
23170.0,0.0
87001.0,0.0
43056.0,0.0
15941.0,0.0
11575.0,1.0
51387.0,0.0
41950.0,1.0
24256.0,0.0
11390.0,0.0
13699.0,0.0
33585.0,0.0
72584.0,0.0
47051.0,0.0
11109.0,0.0
41916.0,0.0
69144.0,0.0
19424.0,0.0
16455.0,0.0
22686.0,0.0
20981.0,0.0
11939.0,0.0
383.0,0.0
3343.0,0.0
32368.0,0.0
51077.0,0.0
11658.0,0.0
15160.0,0.0
13215.0,0.0
2294.0,0.0
33155.0,0.0
58368.0,0.0
74802.0,0.0
20506.0,0.0
74184.0,0.0
74447.0,1.0
73186.0,0.0
70201.0,0.0
30557.0,0.0
14710.0,1.0
50187.0,0.0
71881.0,0.0
59783.0,0.0
28382.0,0.0
21327.0,0.0
2658.0,1.0
36697.0,0.0
47691.0,1.0
89654.0,0.0
45028.0,0.0
9275.0,0.0
15675.0,0.0
79337.0,0.0
57603.0,0.0
85244.0,0.0
41762.0,0.0
33166.0,0.0
71571.0,0.0
72980.0,0.0
17325.0,0.0
6104.0,0.0
3445.0,0.0
72227.0,0.0
37754.0,0.0
74156.0,0.0
30863.0,0.0
61926.0,0.0
44528.0,0.0
48986.0,0.0
65715.0,0.0
61215.0,0.0
91254.0,0.0
1018.0,1.0
73251.0,0.0
34033.0,0.0
40264.0,0.0
17936.0,0.0
9596.0,0.0
59035.0,0.0
62537.0,0.0
85152.0,0.0
17671.0,0.0
86709.0,0.0
63522.0,0.0
78097.0,0.0
5332.0,0.0
60715.0,0.0
68048.0,0.0
22853.0,0.0
20892.0,0.0
55027.0,0.0
77642.0,0.0
36278.0,0.0
37819.0,0.0
57952.0,1.0
19166.0,1.0
32295.0,0.0
54746.0,0.0
74376.0,0.0
15343.0,0.0
12358.0,0.0
2205.0,0.0
34379.0,0.0
7842.0,0.0
71673.0,0.0
11776.0,0.0
55402.0,0.0
53441.0,0.0
11903.0,0.0
14212.0,0.0
54024.0,1.0
20218.0,0.0
3436.0,0.0
54287.0,0.0
9661.0,0.0
70103.0,0.0
88237.0,0.0
85473.0,0.0
23199.0,0.0
8356.0,0.0
48722.0,0.0
46761.0,0.0
28785.0,0.0
18632.0,0.0
22324.0,0.0
12171.0,0.0
39845.0,0.0
91649.0,0.0
20772.0,1.0
89540.0,0.0
43890.0,0.0
27793.0,0.0
10298.0,0.0
46030.0,1.0
75543.0,0.0
43130.0,0.0
90335.0,0.0
31030.0,0.0
34819.0,0.0
72113.0,0.0
58397.0,0.0
23504.0,0.0
53303.0,0.0
16019.0,0.0
50887.0,0.0
70613.0,0.0
87157.0,0.0
47738.0,0.0
40413.0,1.0
19799.0,0.0
9322.0,1.0
12728.0,0.0
13855.0,0.0
63112.0,0.0
84030.0,0.0
16533.0,0.0
24131.0,0.0
54938.0,0.0
12273.0,0.0
713.0,0.0
66228.0,0.0
58999.0,0.0
15254.0,0.0
67908.0,0.0
65947.0,0.0
58718.0,0.0
50970.0,1.0
61964.0,0.0
50106.0,0.0
11814.0,0.0
40518.0,0.0
18424.0,0.0
56415.0,0.0
47803.0,0.0
67173.0,0.0
23366.0,0.0
43252.0,0.0
79696.0,0.0
25450.0,0.0
24196.0,0.0
48043.0,0.0
42121.0,0.0
15840.0,0.0
37027.0,0.0
17684.0,0.0
78126.0,0.0
36572.0,0.0
58783.0,0.0
84900.0,0.0
87552.0,0.0
44903.0,0.0
42942.0,0.0
46444.0,0.0
60079.0,0.0
39793.0,0.0
58118.0,0.0
86256.0,1.0
54775.0,0.0
64970.0,0.0
1624.0,0.0
16186.0,0.0
4358.0,1.0
3304.0,0.0
66895.0,0.0
23971.0,0.0
57285.0,0.0
54300.0,0.0
47649.0,0.0
35807.0,0.0
37348.0,0.0
59369.0,0.0
25481.0,1.0
23212.0,0.0
75866.0,0.0
80136.0,0.0
48751.0,0.0
3869.0,0.0
60025.0,0.0
90832.0,0.0
55699.0,0.0
77720.0,0.0
36452.0,1.0
81238.0,0.0
72626.0,0.0
59744.0,0.0
76431.0,0.0
47165.0,0.0
69186.0,0.0
91397.0,0.0
49249.0,0.0
1408.0,0.0
27541.0,0.0
63217.0,0.0
39374.0,0.0
40485.0,0.0
6012.0,0.0
42322.0,1.0
8690.0,0.0
81568.0,0.0
68702.0,0.0
72972.0,0.0
60090.0,0.0
25361.0,0.0
61647.0,0.0
84262.0,0.0
42998.0,0.0
55170.0,0.0
9520.0,0.0
78293.0,0.0
25158.0,0.0
31389.0,0.0
7206.0,0.0
49314.0,0.0
38269.0,0.0
15548.0,0.0
36991.0,0.0
90413.0,0.0
50400.0,0.0
21918.0,0.0
41804.0,0.0
2385.0,0.0
13809.0,1.0
38845.0,0.0
60436.0,0.0
36269.0,0.0
77363.0,0.0
37540.0,0.0
27643.0,0.0
24658.0,0.0
20158.0,0.0
83733.0,0.0
56428.0,0.0
2950.0,0.0
70027.0,0.0
27090.0,0.0
86954.0,0.0
15894.0,0.0
66587.0,0.0
7538.0,0.0
64478.0,0.0
28725.0,0.0
16867.0,0.0
89745.0,0.0
59671.0,0.0
58361.0,0.0
38327.0,1.0
29811.0,0.0
74637.0,0.0
8103.0,0.0
70910.0,0.0
79225.0,0.0
8299.0,1.0
37861.0,0.0
63128.0,0.0
74418.0,0.0
47881.0,0.0
17213.0,0.0
88980.0,0.0
53483.0,0.0
81751.0,0.0
47022.0,0.0
1372.0,0.0
4618.0,0.0
30751.0,0.0
54066.0,1.0
48008.0,0.0
78485.0,0.0
3052.0,0.0
65603.0,0.0
70129.0,0.0
61103.0,0.0
26374.0,0.0
31837.0,0.0
19723.0,0.0
3104.0,0.0
79571.0,0.0
72920.0,0.0
22944.0,0.0
86581.0,0.0
12213.0,0.0
36902.0,0.0
65154.0,0.0
82231.0,1.0
62144.0,0.0
55509.0,0.0
10033.0,0.0
46319.0,0.0
36166.0,0.0
90361.0,0.0
83900.0,0.0
56339.0,0.0
48829.0,0.0
4720.0,0.0
49546.0,0.0
83681.0,0.0
21126.0,0.0
41012.0,0.0
33520.0,1.0
45538.0,0.0
90707.0,0.0
88342.0,0.0
22212.0,0.0
46368.0,0.0
36231.0,0.0
66270.0,0.0
32488.0,0.0
83197.0,0.0
74585.0,0.0
34332.0,0.0
6090.0,0.0
60449.0,0.0
88804.0,0.0
43497.0,0.0
83163.0,1.0
9895.0,0.0
36012.0,0.0
1283.0,0.0
70321.0,0.0
44924.0,0.0
24687.0,0.0
35724.0,0.0
21712.0,0.0
61863.0,0.0
51307.0,0.0
41333.0,0.0
80332.0,0.0
39816.0,1.0
71142.0,0.0
83543.0,0.0
22277.0,0.0
38234.0,0.0
78433.0,0.0
68280.0,0.0
71798.0,0.0
37069.0,0.0
12078.0,0.0
83262.0,0.0
41882.0,0.0
68015.0,0.0
24770.0,1.0
5131.0,0.0
60226.0,0.0
48191.0,0.0
13462.0,0.0
70642.0,0.0
57504.0,0.0
65118.0,0.0
23738.0,0.0
81542.0,1.0
44320.0,0.0
25838.0,0.0
32069.0,0.0
21592.0,1.0
82762.0,0.0
48996.0,0.0
4647.0,0.0
265.0,1.0
61571.0,0.0
50824.0,0.0
24559.0,0.0
4366.0,0.0
31850.0,0.0
11140.0,0.0
41179.0,0.0
79584.0,0.0
3911.0,0.0
5452.0,0.0
58106.0,0.0
50374.0,1.0
41836.0,0.0
18447.0,0.0
22973.0,0.0
15728.0,0.0
13783.0,0.0
48759.0,1.0
57825.0,0.0
30710.0,0.0
2798.0,0.0
53842.0,0.0
47207.0,0.0
78014.0,0.0
40730.0,0.0
50059.0,0.0
81829.0,0.0
1450.0,0.0
4952.0,0.0
63003.0,0.0
85874.0,0.0
14988.0,0.0
20899.0,0.0
61437.0,0.0
58452.0,0.0
53358.0,0.0
74012.0,0.0
37014.0,1.0
3192.0,0.0
27364.0,0.0
58171.0,0.0
55212.0,0.0
76803.0,0.0
81329.0,0.0
60962.0,0.0
50661.0,0.0
55868.0,0.0
53907.0,0.0
32513.0,0.0
3757.0,0.0
72795.0,0.0
90720.0,0.0
87761.0,0.0
44840.0,0.0
75663.0,0.0
15590.0,0.0
46397.0,0.0
69012.0,0.0
32261.0,0.0
60919.0,1.0
74614.0,0.0
33234.0,0.0
40576.0,0.0
71655.0,0.0
65004.0,0.0
77405.0,0.0
75444.0,0.0
16139.0,0.0
78946.0,0.0
18817.0,0.0
52952.0,0.0
61283.0,0.0
85455.0,0.0
56189.0,0.0
54228.0,0.0
80345.0,0.0
81456.0,0.0
69614.0,0.0
55058.0,0.0
78290.0,0.0
26351.0,0.0
30621.0,0.0
50507.0,0.0
11088.0,0.0
68028.0,0.0
91606.0,0.0
29316.0,0.0
19419.0,0.0
15436.0,0.0
72360.0,0.0
32363.0,0.0
53017.0,0.0
56535.0,0.0
77189.0,0.0
13194.0,0.0
39327.0,0.0
73462.0,0.0
38733.0,0.0
28580.0,0.0
20501.0,0.0
75290.0,0.0
79816.0,0.0
4660.0,0.0
51703.0,0.0
50853.0,0.0
30103.0,1.0
75009.0,0.0
68374.0,0.0
77214.0,0.0
69915.0,0.0
59168.0,0.0
